"Program","Year","Period","Week.Ending","Geo.Level","State","State.ANSI","Ag.District","Ag.District.Code","County","County.ANSI","Zip.Code","Region","watershed_code","Watershed","Commodity","Data.Item","Domain","Domain.Category","Chem.Value","Value","CV...."
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","OTHER"," PSEUDOMONAS CHLORORAPHIS STRAIN AFS  6800","009"," (D)",""
"SURVEY",2021,"YEAR",NA,"STATE","FLORIDA",12,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - TREATED, MEASURED IN PCT OF AREA BEARING, AVG","OTHER",NA,NA,"49",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," AZOXYSTROBIN  ","128810","5,500",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," BACILLUS AMYLOLIQUEFACIENS MBI   129082","600"," (NA)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," BACILLUS AMYLOLIQUEFACIENS STRAIN D  16482","747"," (NA)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," BACILLUS PUMILUS  ","6485"," (NA)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," BACILLUS SUBT. GB  129068","03"," (NA)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," BACILLUS SUBTILIS  ","6479"," (NA)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," BLAD  ","30006","1,200",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," BORAX DECAHYDRATE  ","11102","300",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," BOSCALID  ","128008","6,200",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," BT SUBSP KURSTAKI EVB--19  6544","113"," (NA)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," CAPTAN  ","81301","283,500",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," COPPER HYDROXIDE  ","23401"," (D)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," COPPER OCTANOATE  ","23306"," (D)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," CYFLUFENAMID  ","555550","400",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," CYPRODINIL  ","288202","16,600",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," DIFENOCONAZOLE  ","128847","900",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," FENHEXAMID  ","90209","15,000",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," FLUDIOXONIL  ","71503","11,100",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," FLUOPYRAM  ","80302","3,900",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," FLUXAPYROXAD  ","138009","3,900",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," FOSETYL-AL  ","123301","34,200",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," ISOFETAMID  ","270000"," (D)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," MEFENOXAM  ","113502","9,300",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," MONO-POTASSIUM SALT  ","76416"," (D)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," MYCLOBUTANIL  ","128857","5,600",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," PENTHIOPYRAD  ","90112","7,000",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," POLYOXIN D ZINC SALT  ","230000","1,400",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," POTASSIUM BICARBON.  ","73508","11,300",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," PROPICONAZOLE  ","122101","1,600",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," PYRACLOSTROBIN  ","99100","7,400",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," PYRIMETHANIL  ","288201","9,300",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," QUINOLINE  ","55459","4,800",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," STREPTOMYCES LYDICUS  ","6327"," (NA)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," SULFUR  ","77501","686,000",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," TETRACONAZOLE  ","120603","600",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," THIOPHANATE-METHYL  ","102001","3,300",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," THIRAM  ","79801","90,900",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE",NA,NA,"1,233,500",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," TRICHODERMA HARZ.  ","119202"," (NA)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," TRIFLOXYSTROBIN  ","129112","4,200",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","FUNGICIDE"," TRIFLUMIZOLE  ","128879","7,200",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","HERBICIDE"," CARFENTRAZONE-ETHYL  ","128712","200",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","HERBICIDE"," FLUMIOXAZIN  ","129034","1,100",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","HERBICIDE"," GLUFOSINATE-AMMONIUM  ","128850"," (D)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","HERBICIDE"," GLYPHOSATE ISO. SALT  ","103601"," (D)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","HERBICIDE"," GLYPHOSATE POT. SALT  ","103613"," (D)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","HERBICIDE"," NAPROPAMIDE  ","103001"," (D)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","HERBICIDE"," OXYFLUORFEN  ","111601","1,300",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","HERBICIDE"," PARAQUAT  ","61601"," (D)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","HERBICIDE"," PENDIMETHALIN  ","108501","5,500",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","HERBICIDE"," SULFENTRAZONE  ","129081"," (D)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","HERBICIDE",NA,NA,"10,200",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," ABAMECTIN  ","122804","500",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," ACEQUINOCYL  ","6329","5,400",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," ACETAMIPRID  ","99050","2,800",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," AZADIRACHTIN  ","121701","800",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," BEAUVERIA BASSIANA  ","128924"," (NA)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," BIFENAZATE  ","586","17,900",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," BIFENTHRIN  ","128825","7,300",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," BT KURSTAK ABTS-  6523","1857"," (NA)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," BT KURSTAKI ABTS-  6522","351"," (NA)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," BT KURSTAKI SA-  6519","11"," (NA)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," BT SUB AIZAWAI GC-  6426","91"," (NA)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," BUPROFEZIN  ","275100"," (D)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," BURKHOLDERIA A CELLS & MEDIA  6534","396"," (NA)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," CARBARYL  ","56801"," (D)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," CHLORANTRANILIPROLE  ","90100","1,900",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," CHLORPYRIFOS  ","59101"," (D)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," CHROMOBAC SUBTSUGAE PRAA-1 CELLS AND SPENT MEDIA  16329","4"," (NA)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," CYANTRANILIPROLE  ","90098","900",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," CYFLUMETOFEN  ","138831","5,200",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," ETOXAZOLE  ","107091","1,200",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," FENBUTATIN-OXIDE  ","104601"," (D)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," FENPROPATHRIN  ","127901","6,000",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," FENPYROXIMATE  ","129131","400",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," FLONICAMID  ","128016","3,300",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," FLUPYRADIFURONE  ","122304","4,800",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," HELICOVERPA ZEA NPV  ","107300"," (NA)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," HEXYTHIAZOX  ","128849","2,300",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," IMIDACLOPRID  ","129099","3,500",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," MALATHION  ","57701","56,700",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," METHOXYFENOZIDE  ","121027","3,300",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," NALED  ","34401","12,700",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," NEEM OIL  ","25006","1,100",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," NEEM OIL, CLAR. HYD.  ","25007","51,600",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," NOVALURON  ","124002","4,600",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," PIPERONYL BUTOXIDE  ","67501","1,200",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," POTASSIUM SALTS  ","79021"," (D)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," PYRETHRINS  ","69001","200",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," PYRIDABEN  ","129105"," (D)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," PYRIPROXYFEN  ","129032","100",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," SOYBEAN OIL  ","31605"," (D)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," SPINETORAM  ","110007","2,300",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," SPINOSAD  ","110003","600",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," SPIROMESIFEN  ","24875","1,800",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," SULFOXAFLOR  ","5210","1,000",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," THIAMETHOXAM  ","60109","1,400",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE",NA,NA,"212,600",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","INSECTICIDE"," ZETA-CYPERMETHRIN  ","129064"," (D)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","OTHER"," ACIBENZOLAR-S-METHYL  ","61402"," (D)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","OTHER"," AUREOBASIDIUM PULLULANS DSM   46010","14940"," (NA)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","OTHER"," AUREOBASIDIUM PULLULANS DSM   36010","14941"," (NA)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","OTHER"," BT KURSTAKI SA-  6518","12"," (NA)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","OTHER"," CAPRIC ACID  ","128955"," (D)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","OTHER"," CAPRYLIC ACID  ","128919"," (D)",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","OTHER"," CHLOROPICRIN  ","81501","6,146,600",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","OTHER"," DICHLOROPROPENE  ","29001","1,045,700",""
"SURVEY",2019,"YEAR",NA,"STATE","CALIFORNIA",6,"",NA,"",NA,NA,NA,0,NA,"STRAWBERRIES"," BEARING - APPLICATIONS, MEASURED IN LB","OTHER"," FLUTRIAFOL  ","128940","1,700",""
